2	0.2404	0.5061	6	0.1954	0.4461	
6	0.1974	0.4371	6	0.1984	0.4371	
4	0.2044	0.4711	5	0.2044	0.4741	
4	0.2004	0.4691	2	0.2304	0.5061	
4	0.2114	0.4851	6	0.1964	0.4511	
5	0.2104	0.4821	5	0.2104	0.4811	
2	0.2434	0.5061	2	0.2404	0.5081	
4	0.1944	0.4551	1	0.2774	0.5201	
6	0.2064	0.4521	3	0.2214	0.4921	
5	0.1964	0.4591	2	0.2414	0.5101	
1	0.3024	0.5441	5	0.1924	0.4511	
3	0.2164	0.4861	4	0.2104	0.4761	
3	0.2194	0.4911	3	0.2224	0.4941	
5	0.2034	0.4701	4	0.2084	0.4781	
2	0.1934	0.5021	1	0.2844	0.5391	
6	0.2004	0.4431	5	0.2054	0.4701	
1	0.2844	0.5471	4	0.2004	0.4661	
2	0.2554	0.5221	5	0.1964	0.4621	
6	0.1824	0.4381	1	0.2924	0.5461	
3	0.1924	0.4861	1	0.3074	0.5461	
5	0.1854	0.4551	1	0.3084	0.5441	
6	0.1984	0.4431	2	0.2494	0.5251	
1	0.3124	0.5411	2	0.2244	0.5021	
3	0.2194	0.5001	5	0.2034	0.4701	
4	0.2124	0.4861	3	0.2194	0.4961	
1	0.2794	0.5401	3	0.2154	0.4941	
3	0.2204	0.4921	6	0.1924	0.4371	
1	0.3004	0.5471	6	0.1904	0.4381	
6	0.2024	0.4471	4	0.2064	0.4671	
2	0.2754	0.5261	4	0.2014	0.4701	
3	0.2114	0.4911	2	0.2444	0.5171	
5	0.1954	0.4621	3	0.2214	0.4911	
4	0.2154	0.4861	4	0.2144	0.4851	
5	0.2114	0.4761	6	0.1964	0.4461	
2	0.2424	0.5091	3	0.2214	0.4981	
1	0.3144	0.5411	1	0.3004	0.5421	
