2	0.2294	0.5141	5	0.1974	0.4701	
1	0.3164	0.5251	6	0.1894	0.4651	
4	0.2084	0.4831	5	0.2004	0.4661	
3	0.2074	0.4851	2	0.2204	0.5001	
3	0.2084	0.4871	6	0.1924	0.4541	
1	0.3134	0.5361	3	0.2004	0.5141	
4	0.2124	0.4861	4	0.2244	0.4941	
1	0.2954	0.5281	4	0.2104	0.4781	
6	0.1804	0.4491	5	0.2074	0.4851	
2	0.2204	0.5061	3	0.2004	0.4981	
6	0.1964	0.4581	4	0.2084	0.4781	
5	0.2054	0.4741	2	0.2504	0.5341	
5	0.2054	0.4791	4	0.2104	0.4831	
3	0.2184	0.5021	1	0.3024	0.5361	
2	0.2184	0.5051	6	0.1804	0.4521	
4	0.2134	0.4911	2	0.2754	0.5331	
5	0.2114	0.4831	6	0.2064	0.4461	
1	0.2874	0.5461	2	0.1904	0.5271	
6	0.1954	0.4621	6	0.2074	0.4661	
1	0.2914	0.5311	5	0.1884	0.4701	
4	0.2124	0.4981	6	0.2004	0.4471	
1	0.2754	0.5431	1	0.2774	0.5471	
2	0.2404	0.5201	4	0.1974	0.4661	
5	0.1954	0.4901	1	0.3154	0.5411	
3	0.2234	0.5041	3	0.2254	0.5051	
4	0.2104	0.4861	3	0.2244	0.5021	
2	0.2144	0.5111	1	0.3134	0.5401	
4	0.1984	0.4821	1	0.3114	0.5431	
6	0.1964	0.4621	2	0.2964	0.5391	
2	0.2774	0.5291	6	0.1924	0.4581	
2	0.2304	0.5071	2	0.2294	0.5071	
3	0.2314	0.5131	4	0.2264	0.5021	
6	0.1924	0.4581	3	0.2294	0.5151	
3	0.2224	0.5001	5	0.2144	0.4861	
6	0.1874	0.4511	1	0.3244	0.5421	
5	0.2144	0.4871	3	0.2254	0.5031	
5	0.2104	0.4811	5	0.2154	0.4821	
