2	0.2554	0.5261	6	0.1864	0.4161	
2	0.2464	0.5201	3	0.2234	0.4971	
1	0.2994	0.5381	1	0.2954	0.5401	
3	0.2184	0.4941	1	0.2954	0.5361	
1	0.3044	0.5321	2	0.2304	0.5081	
6	0.2004	0.4541	6	0.1994	0.4541	
6	0.1904	0.4461	3	0.2204	0.5001	
2	0.2204	0.5001	1	0.3024	0.5381	
6	0.1724	0.4191	1	0.2714	0.5361	
2	0.2424	0.5191	2	0.2464	0.5221	
1	0.2804	0.5341	3	0.2264	0.4991	
1	0.3204	0.5461	6	0.1834	0.4181	
4	0.2004	0.4651	2	0.2404	0.5161	
6	0.1934	0.4461	2	0.2504	0.5261	
1	0.3104	0.5461	4	0.2004	0.4661	
6	0.2004	0.4441	5	0.2084	0.4821	
3	0.2264	0.5031	4	0.2084	0.4761	
3	0.2254	0.5001	3	0.2244	0.5001	
4	0.2084	0.4781	6	0.1994	0.4501	
2	0.2584	0.5241	4	0.2084	0.4741	
4	0.2084	0.4801	4	0.2084	0.4821	
5	0.1934	0.4581	2	0.2604	0.5361	
4	0.2064	0.4761	3	0.2184	0.4931	
3	0.2304	0.5061	2	0.2444	0.5201	
6	0.1964	0.4401	4	0.2124	0.4821	
5	0.2094	0.4751	6	0.1994	0.4451	
5	0.1964	0.4551	1	0.2924	0.5381	
5	0.2034	0.4701	4	0.2084	0.4781	
2	0.2444	0.5181	5	0.1964	0.4621	
1	0.2944	0.5321	5	0.1964	0.4621	
5	0.2044	0.4701	5	0.2064	0.4741	
5	0.1974	0.4621	3	0.2184	0.4961	
4	0.1984	0.4641	1	0.2944	0.5411	
3	0.2204	0.4921	6	0.1964	0.4381	
4	0.2094	0.4781	5	0.2044	0.4701	
3	0.2194	0.4921	5	0.2064	0.4681
